Date,CL=F,DX-Y.NYB,GC=F,^GSPC,^IXIC,Regime,Regime_Label,Regime_Change,Regime_Duration
2010-03-15,-0.0177251950994192,0.0052611569499165,0.0032682483757944,0.000452194832708,-0.0023018302349933,0,Bull,0,19
2010-03-16,0.0238094464138309,-0.0062305295950155,0.0154736910358457,0.0077791163013856,0.0066886725098112,0,Bull,0,20
2010-03-17,0.0150551212102592,-0.0013793179981387,0.0016040357391258,0.0058216758037441,0.0046593908686247,0,Bull,0,21
2010-03-18,-0.0088026450530235,0.0072827955236032,0.0030249327527247,-0.0003258460273372,0.0009166424562012,0,Bull,0,22
2010-03-19,-0.0184914440328201,0.0062328595411558,-0.0177399322040945,-0.0050864464494398,-0.007054848023157,0,Bull,0,23
2010-03-22,0.0070649441332197,-0.0008671914490291,-0.007314407989311,0.0050952961938879,0.0088400870158631,0,Bull,0,24
2010-03-23,0.0081231219951922,0.0030998139525115,0.0038205685302681,0.0071709669083201,0.0082825785670328,0,Bull,0,25
2010-03-24,-0.0158711145603229,0.0116192187179504,-0.0135025141948912,-0.0054933042070419,-0.0068233304083171,0,Bull,0,26
2010-03-25,-0.0009924554081247,0.0034213883335887,0.003766283003755,-0.0017041673383189,-0.0005628314840807,0,Bull,0,27
2010-03-26,-0.0065813831780801,-0.0053580422149287,0.0105243895981388,0.0007377225995479,-0.0009510385709838,0,Bull,0,28
2010-03-29,0.0271249771118164,-0.0039177239670498,0.0055244502137281,0.0056832349643523,0.0038537470037058,0,Bull,0,29
2010-03-30,0.0024340341011752,0.0013520232242669,-0.0052238571314544,4.265937281555665e-05,0.0026326480650031,0,Bull,0,30
2010-03-31,0.016875067904573,-0.0049098013978826,0.0079674502744453,-0.0032728747486845,-0.0052806378166261,0,Bull,0,31
2010-04-01,0.0132521559460589,-0.003577166851104,0.010599053480895,0.0074138011482498,0.0019266865430453,0,Bull,0,32
2010-04-05,0.0206197707478037,0.0038375533953733,0.0069327606411713,0.0079279908444673,0.0112170875873185,0,Bull,0,33
2010-04-06,0.0025397550719574,0.0036996308460508,0.0019418758270508,0.0016842957106795,0.0029964763592496,0,Bull,0,34
2010-04-07,-0.0110548033735209,0.0006143635843811,0.0151529148199556,-0.0058767071720416,-0.0023186651189529,0,Bull,0,35
2010-04-08,-0.0057056110787198,0.0011050630549203,-8.686770112675823e-05,0.0033743417473361,0.0023240538214834,0,Bull,0,36
2010-04-09,-0.0055041717304439,-0.0053968164846579,0.007724374927295,0.006683906562972,0.0070748190543517,0,Bull,0,37
2010-04-12,-0.006829979316542,-0.0065359329539051,0.0004306261394482,0.0017666094762833,0.0015566383257745,0,Bull,0,38
2010-04-13,-0.0034383839070968,-0.0006205986082226,-0.0075756946821332,0.0006854008197059,0.0033036216967259,0,Bull,0,39
2010-04-14,0.0212967664621086,-0.0039746576367337,0.0053781669927734,0.0111500668516668,0.0157624797105546,0,Bull,0,40
2010-04-15,-0.0038442942187603,0.003616422330692,0.0006039268092106,0.0008425387276917,0.0043235284686302,0,Bull,0,41
2010-04-16,-0.026546652037787,0.0042246064079138,-0.0201775487876018,-0.0161265347444554,-0.0136860791443077,1,Neutral,1,1
2010-04-19,-0.0215040961252408,0.002227175276608,-0.0009681401117465,0.0045213312527665,-0.0004634348432749,0,Bull,1,1
2010-04-20,0.0245549426020348,0.0006173216266396,0.0029950885837799,0.0080583407848495,0.0081447799883664,0,Bull,0,2
2010-04-21,0.0027561817297159,0.001357194401107,0.008431385729652,-0.0010189969053922,0.0017198062349688,0,Bull,0,3
2010-04-22,0.0002389656189469,0.0050517005201449,-0.0051383927840515,0.0022638793569429,0.0057733380914861,0,Bull,0,4
2010-04-23,0.016965422343061,-0.0026970849764155,0.0094545445996365,0.0071235200993795,0.0043983826109255,0,Bull,0,5
2010-04-26,-0.0108083384475311,0.0015980932421757,0.0003469121693973,-0.0042964480997613,-0.0028456618974257,0,Bull,0,6
2010-04-27,-0.0209025483447203,0.008222853968357,0.007108756976051,-0.0233819452571498,-0.0204046776452455,2,Crisis,1,1
2010-04-28,0.0094614114046303,0.0027997044828611,0.0082638358093807,0.006462752419523,0.000105204501251,0,Bull,1,1
2010-04-29,0.0234318303249083,-0.0046127369032196,-0.0024759022395363,0.0129432280208421,0.0162598429941074,0,Bull,0,2
2010-04-30,0.0115064386286545,-0.0015853323587556,0.0100136519406035,-0.0166476801097963,-0.0201956997223394,1,Neutral,1,1
2010-05-03,0.0004643170611591,0.0048857198371239,0.0022031824758292,0.0131205867818549,0.0152568674999014,0,Bull,1,1
2010-05-04,-0.0400278974348805,0.0125198304451155,-0.0119218535284173,-0.0238384658450667,-0.0298110209647655,2,Crisis,1,1
2010-05-05,-0.0334783262579626,0.0093637305008527,0.0051343489006934,-0.0065865547286593,-0.009058455579045,0,Bull,1,1
2010-05-06,-0.0357634183655751,0.0096336529609182,0.0189852284110603,-0.0323534964113503,-0.0344047326261359,2,Crisis,1,1
2010-05-07,-0.0259369729499329,-0.005183207027563,0.0109449204768381,-0.0153082649980171,-0.0232794754792661,1,Neutral,1,1
2010-05-10,0.0225003651667303,-0.0034339052292747,-0.0079338641206094,0.043974124451984,0.0481232828103177,2,Crisis,1,1
2010-05-11,-0.0055989620844935,0.0036834309066613,0.0162445848079004,-0.0033972920184899,0.0002695687147309,0,Bull,1,1
2010-05-12,-0.0094278014247596,0.0042618752829297,0.0186899961484661,0.0137395239153412,0.0209277777263865,0,Bull,0,2
2010-05-13,-0.0165234629846291,0.004479514855779,-0.0111852441376877,-0.0121451449685835,-0.012643158350215,0,Bull,0,3
2010-05-14,-0.0375000115363826,0.0104447764254302,-0.0011393427396081,-0.0188000145120921,-0.0198424663100411,1,Neutral,1,1
2010-05-17,-0.021365713814499,0.0012775913159235,0.0002443594197871,0.0011093685155389,0.003144590623777,0,Bull,1,1
2010-05-18,-0.0095604759052448,0.0110196565099816,-0.0109146394694887,-0.0141959060371843,-0.0157036360125546,1,Neutral,1,1
2010-05-19,0.006627273594624,-0.0088343763206572,-0.0178704375933521,-0.0051302638735714,-0.0081518226260831,0,Bull,1,1
2010-05-20,-0.0266208750140997,-0.0094918358677806,-0.0040247583901334,-0.038975903416611,-0.0410552272309139,2,Crisis,1,1
2010-05-21,0.0298485327971405,-0.002337232078479,-0.0101869819488455,0.0150243806861449,0.0113565860345328,1,Neutral,1,1
2010-05-24,0.0024271582913075,0.0098394788668816,0.0153951674814725,-0.0129080140007874,-0.0069491754131477,1,Neutral,0,2
2010-05-25,-0.0207947458127163,0.0066117585068723,0.0033506448621161,0.0003539373857135,-0.0011746279049016,0,Bull,1,1
2010-05-26,0.0401454856178977,0.0039179992171913,0.0129403901888003,-0.0056609945338124,-0.0068161056071791,0,Bull,0,2
2010-05-27,0.0425115483808262,-0.0107897430184955,-0.0011538979293825,0.032876173067238,0.0372516044563215,2,Crisis,1,1
2010-05-28,-0.0077800376567659,0.0034811214979746,0.0002474847361748,-0.0123746883115906,-0.0090618055203471,0,Bull,1,1
2010-06-01,-0.0187913933582496,0.0018500928134159,0.0103944053487785,-0.0171653212798507,-0.0153785313227838,1,Neutral,1,1
2010-06-02,0.00385779515339,0.0017313195629689,-0.0034291909493358,0.025842707133391,0.026431712738161,1,Neutral,0,2
2010-06-03,0.0240186657334637,0.0040327050400856,-0.0100769515024019,0.0040513767112408,0.0096270435713947,0,Bull,1,1
2010-06-04,-0.0415493693708801,0.0125086524548982,0.0065380303107756,-0.0344114257719647,-0.0364129457085186,2,Crisis,1,1
2010-06-07,-0.0009788797753196,0.0019267614470963,0.0189936676399236,-0.013532073204129,-0.0203995282582961,1,Neutral,1,1
2010-06-08,0.0076987038573295,-0.0001131463354957,0.00379242393827,0.0109760674921126,-0.0015317328920181,0,Bull,1,1
2010-06-09,0.03319904793123,-0.005543589400985,-0.0124598070739549,-0.0059416747587099,-0.0053994896888924,0,Bull,0,2
2010-06-10,0.0147890043578224,-0.0083049299688426,-0.0062677665216728,0.0295067928492038,0.0277276608256573,2,Crisis,1,1
2010-06-11,-0.0225225821678577,0.0039004700519345,0.0066349731831292,0.0043796786236438,0.0112182922315058,0,Bull,1,1
2010-06-14,0.0181621576234176,-0.0114272651764224,-0.0045569008663723,-0.0018046635646612,0.0001603954651392,0,Bull,0,2
2010-06-15,0.0242278970750839,-0.0061264451070324,0.0080927834125681,0.0234941911210408,0.0275940404253605,1,Neutral,1,1
2010-06-16,0.0094878568283773,0.0011630433847038,-0.0031624249904032,-0.0005559347650669,2.1704872182670695e-05,0,Bull,1,1
2010-06-17,-0.0113299507424196,-0.0045306619580918,0.0148051333677443,0.0012830081640498,0.0005333988912121,0,Bull,0,2
2010-06-18,0.005078778291427,0.0001166356231903,0.0077755119614228,0.0013171307943036,0.0011443232456029,0,Bull,0,3
2010-06-21,0.0082922957646778,0.0026838198964289,-0.0139198223669096,-0.003856841152281,-0.0089661271537365,0,Bull,0,4
2010-06-22,-0.0078386097756838,0.0020947318112012,0.0001613884408064,-0.0160706911272248,-0.0119217846457269,1,Neutral,1,1
2010-06-23,-0.0111384616053507,-0.0042968615022579,-0.0046778358850875,-0.0029854738442266,-0.0033469220072291,0,Bull,1,1
2010-06-24,0.0020956603183641,-0.0001165676123741,0.0092375209785171,-0.0168035026188263,-0.016329327048563,1,Neutral,1,1
2010-06-25,0.0307149184225192,-0.0048991692743923,0.0082698103798675,0.0028593621314492,0.0027329323300322,0,Bull,1,1
2010-06-28,-0.0077352346643463,0.0039855113939211,-0.0140150477559496,-0.0020339383490284,-0.0012728147542859,0,Bull,0,2
2010-06-29,-0.0295207355730831,0.0044366286824075,0.0030690106428516,-0.0310170186406103,-0.0384887192766932,2,Crisis,1,1
2010-06-30,-0.0040822383200141,-0.0001162633543227,0.002818035426731,-0.0101129704925228,-0.0121488315911242,0,Bull,1,1
2010-07-01,-0.0354356789964667,-0.0151127118471943,-0.0314732646903853,-0.003240451675925,-0.0037358872622287,0,Bull,0,2
2010-07-02,-0.0111034625425473,-0.0034230513615298,0.0009118590246315,-0.0046623690102973,-0.0045542257729049,0,Bull,0,3
2010-07-06,-0.002217854644698,-0.004145427843847,-0.0104356264130871,0.0053590344152254,0.0009990695581172,0,Bull,0,4
2010-07-07,0.0290357910588969,-0.0030923183940088,0.0031803871798796,0.0313308163937027,0.0313246659605537,2,Crisis,1,1
2010-07-08,0.0184960544380528,0.0,-0.0023359976763254,0.0094126781715115,0.0073767784950666,0,Bull,1,1
2010-07-09,0.0086160375854869,0.0015509097338495,0.0115403296490381,0.0072038878182667,0.0096764042351229,0,Bull,0,2
2010-07-12,-0.014982250552176,0.0029779631815129,-0.0091765673032199,0.0007329020475055,0.0008696561690288,0,Bull,0,3
2010-07-13,0.0293529642056684,-0.0066508025996483,0.0123488100359825,0.0153788790918307,0.0198647718031117,1,Neutral,1,1
2010-07-14,-0.001425801791004,-0.0025107494739968,-0.0053572898198414,-0.0001551316306374,0.0034834763547744,0,Bull,1,1
2010-07-15,-0.0054516895632676,-0.0104279365144394,0.0010771683006434,0.0011961033180916,-0.000337806126629,0,Bull,0,2
2010-07-16,-0.0079613754696553,-0.0008478645457146,-0.0166376756825848,-0.028819473359129,-0.0311371880343439,2,Crisis,1,1
2010-07-19,0.0069727504854817,0.0002425054307064,-0.0053030714041456,0.0059818900608321,0.0088019693035228,0,Bull,1,1
2010-07-20,0.0117585774119886,0.0029087123688746,0.0082931786689222,0.0114165511960326,0.0110361563536003,0,Bull,0,2
2010-07-21,-0.0113636990582269,0.0077341315969599,8.390733188212707e-05,-0.0128198166083587,-0.0158200542022091,1,Neutral,1,1
2010-07-22,0.035788996611018,-0.009473569028775,0.0032729309281369,0.0225133732500304,0.0267722805253622,1,Neutral,0,2
2010-07-23,-0.0040353049496777,-0.0016949078963034,-0.0065245075935801,0.0082200205483771,0.0104992137873383,0,Bull,1,1
2010-07-26,0.0,-0.0044870573695131,-0.0039571873074825,0.0112001661465177,0.0118794085339437,0,Bull,0,2
2010-07-27,-0.0187389629530024,0.0010964060336253,-0.0211327134404057,-0.001049357346629,-0.0035620209996047,0,Bull,0,3
2010-07-28,-0.0065806727255544,0.0,0.0020725599430591,-0.0069219647113504,-0.0103528641565606,0,Bull,0,4
2010-07-29,0.0177945549369438,-0.0065709529511078,0.0068941742775638,-0.0041586211074934,-0.0056832748324158,0,Bull,0,5
2010-07-30,0.0075293049169871,-0.0012248710787444,0.011383025059831,6.349921218862242e-05,0.0013367780839954,0,Bull,0,6
2010-08-02,0.0302723176951515,-0.0073583329333375,0.0014386674388042,0.0220225220618048,0.0180335109462643,1,Neutral,1,1
2010-08-03,0.0148759130605411,-0.0042006913396288,0.0015209791454109,-0.0047963552167423,-0.0051582703090208,0,Bull,1,1
2010-08-04,-0.0009691317758586,0.0035980263153534,0.0071717856481479,0.0060511125191855,0.0087803253996612,0,Bull,0,2
2010-08-05,-0.0055777746776264,-0.0008653689622004,0.0029320601015054,-0.0012685245848381,-0.0045624875535521,0,Bull,0,3
2010-08-06,-0.0159737245929121,-0.0050729526634866,0.005178811806765,-0.0037040386284354,-0.0020017303399545,0,Bull,0,4
2010-08-09,0.0096655072885774,0.0037308221452629,-0.0022437038286601,0.0054830643822831,0.0075246653543958,0,Bull,0,5
2010-08-10,-0.0150957695907965,0.0011151526242858,-0.0037478139277077,-0.0059674054882985,-0.0123694079672549,0,Bull,0,6
2010-08-11,-0.0277882038247176,0.0184405669244231,0.0010868156505534,-0.0281787649541732,-0.0300987811248027,2,Crisis,1,1
2010-08-12,-0.0292232616944042,0.0042532321087269,0.0144468048669101,-0.0053787488495717,-0.0083127840586265,0,Bull,1,1
2010-08-13,-0.0046210520727848,0.0037511805527987,8.22979765551235e-05,-0.004023574358396,-0.0076657393439066,0,Bull,0,2
2010-08-16,-0.0019896740561521,-0.0050632692513222,0.0079018646744759,0.0001204585432592,0.0038602318834979,0,Bull,0,3
2010-08-17,0.0070441094410516,-0.0036349863904098,0.0017149657704675,0.0121922160130401,0.0126358686530287,0,Bull,0,4
2010-08-18,-0.0046192225105914,-0.0001216360917201,0.0025272914133693,0.0014827787168125,0.0028333016201564,0,Bull,0,5
2010-08-19,-0.0131264636410077,0.0027973208966718,0.0033342260868942,-0.0169353921894682,-0.0165861808051054,1,Neutral,1,1
2010-08-20,-0.0130323957641536,0.007398430963369,-0.0053494062206586,-0.0036630286052607,0.0003717655806247,0,Bull,1,1
2010-08-23,-0.0049006345608253,0.0007224318535039,-0.0002443992582676,-0.0040403067038268,-0.00923501984757,0,Bull,0,2
2010-08-24,-0.020109456243334,0.0003609092673917,0.0039938253456328,-0.0145124329625988,-0.0166092687142119,1,Neutral,1,1
2010-08-25,0.0124249535637943,0.001322917718977,0.006250974887686,0.0032893427453595,0.0083719578554628,0,Bull,1,1
2010-08-26,0.0115830668252723,-0.0039635097596411,-0.0033077657006352,-0.0076847864547324,-0.0106699371664575,0,Bull,0,2
2010-08-27,0.0246728127526534,-0.0001206093837412,0.0004856528849608,0.0165867683993123,0.0164912952685558,1,Neutral,1,1
2010-08-30,-0.0062525107376854,0.0028944223162554,0.0008899478850628,-0.0147192086888829,-0.0156293857073609,1,Neutral,0,2
2010-08-31,-0.0372155139607712,0.0004809197254886,0.0090534907955863,0.0003907944287471,-0.0028018988421236,0,Bull,1,1
2010-09-01,0.0276697100087432,-0.0081730808908419,-0.0016021789007198,0.0295046213339962,0.0297110531654276,2,Crisis,1,1
2010-09-02,0.0150181697464328,-0.0007270669054103,0.0041723108145301,0.0090808358577023,0.0106438327757238,0,Bull,1,1
2010-09-03,-0.0055984829077452,0.0077613315153304,-0.0018378336621054,0.0132190023873195,0.0153362894189601,0,Bull,0,2
2010-09-07,-0.006836489901637,-0.0033694197886666,0.0064842282843922,-0.0114711897884937,-0.0111293150181869,0,Bull,0,3
2010-09-08,0.0078283420127267,-0.0027771475221095,-0.0013521619153455,0.0064386993670755,0.00904536920401,0,Bull,0,4
2010-09-09,-0.0056247245111087,0.000968662484587,-0.0053360555130215,0.0048322900955937,0.0032885873106074,0,Bull,0,5
2010-09-10,0.0296295885285142,0.0003628738352645,-0.00352311980787,0.0048633328406357,0.0028083487317778,0,Bull,0,6
2010-09-13,0.0096796013434121,-0.0095525189272646,0.0004821017163016,0.0111306160537609,0.0192777553624865,0,Bull,0,7
2010-09-14,-0.0050524598693267,-0.0101330947863043,0.0197574299801595,-0.0007131195389205,0.001776278995645,0,Bull,0,8
2010-09-15,-0.0101563330429262,0.0050566850450886,-0.0023627629482313,0.00354113887216,0.0050441960238825,0,Bull,0,9
2010-09-16,-0.0190738886118385,-0.0030678611676727,0.0041052131070002,-0.0003643436665667,0.0008386193937817,0,Bull,0,10
2010-09-17,-0.0122032457615526,0.0019695182953805,0.0029089952833198,0.0008268557718451,0.005366376824867,0,Bull,0,11
2010-09-20,0.0162910248246357,-0.000737164457782,0.0026654315452623,0.0152097972059574,0.0173690599182538,1,Neutral,1,1
2010-09-21,-0.0179001329997299,-0.0110645922916661,-0.0051602623814992,-0.0025640203908096,-0.0027506145408872,0,Bull,1,1
2010-09-22,0.0161861057636281,-0.0075832992520841,0.0139892537066002,-0.0048254925148959,-0.0062996353088838,0,Bull,0,2
2010-09-23,0.0062910082514082,0.0022547952028952,0.0031778777022319,-0.0083313405844281,-0.0031997475088935,0,Bull,0,3
2010-09-24,0.0174248144889082,-0.0077490654921664,0.0013134135113523,0.0211943927722582,0.0232651609573089,1,Neutral,1,1
2010-09-27,0.0003921921837455,-0.0006298406870164,0.0005400857807678,-0.0056674323492107,-0.0048084390828009,0,Bull,1,1
2010-09-28,-0.0044432351386077,-0.0041592414531352,0.0076347842884667,0.0048503859585371,0.0041438908748272,0,Bull,0,2
2010-09-29,0.0220530362095789,-0.0040501162659439,0.0014541745366329,-0.0025877588476783,-0.0012733408633253,0,Bull,0,3
2010-09-30,0.027099930565259,0.0003812273270573,-0.0005349263827856,-0.0030837222376489,-0.0033409386720688,0,Bull,0,4
2010-10-01,0.0201325570310828,-0.0080031106839821,0.0063464799265375,0.0044164382037734,0.0008992082761793,0,Bull,0,5
2010-10-04,-0.0013483771498236,0.0046100733414542,-0.0005318373868697,-0.0080349324888034,-0.011064001041337,0,Bull,0,6
2010-10-05,0.0165704977770153,-0.0089228422622376,0.017865287793702,0.020861340590796,0.023591207638657,1,Neutral,1,1
2010-10-06,0.0049505392854403,-0.0046302329305667,0.005601613162478,-0.0006720045633211,-0.0079881347393573,0,Bull,1,1
2010-10-07,-0.018743303196783,0.0,-0.0092840164686122,-0.0016465185803191,0.0012643594115708,0,Bull,0,2
2010-10-08,0.0121220217382165,-0.0009045056903512,0.0077216632201029,0.0061222781734844,0.007652062085856,0,Bull,0,3
2010-10-11,-0.0054440425562549,0.001552027251108,0.0067698988147681,0.0001458369063549,0.0001749299644864,0,Bull,0,4
2010-10-12,-0.0065685551823505,-0.001033081463488,-0.0056159738284434,0.0038187566053071,0.0064894678262397,0,Bull,0,5
2010-10-13,0.0164075425165699,-0.0037487191473539,0.0176859996222777,0.0071210202993794,0.0096405420141763,0,Bull,0,6
2010-10-14,-0.0038549534584887,-0.0054495675439002,0.0052573575552208,-0.0036413861990395,-0.0023963730181318,0,Bull,0,7
2010-10-15,-0.0174144684833771,0.0050880545581823,-0.0040676805292036,0.0020274854479873,0.0137104428571486,0,Bull,0,8
2010-10-18,0.0225230994591345,-0.0014278376044176,7.291633558281774e-05,0.0072437445954209,0.0048161199642171,0,Bull,0,9
2010-10-19,-0.0432114093423532,0.0162485375671563,-0.0263272876833792,-0.0158772502499705,-0.0176202956012346,1,Neutral,1,1
2010-10-20,0.0286828386032209,-0.0129189323649004,0.0061419170040721,0.0105240751988289,0.0083875097214947,0,Bull,1,1
2010-10-21,-0.014797592444016,0.0032396009580393,-0.013846569627148,0.0017739084702186,0.0009278256184586,0,Bull,0,2
2010-10-22,0.0140268733497739,0.000645867384919,-0.0002264110884484,0.002389258524164,0.0080173240026013,0,Bull,0,3
2010-10-25,0.0101602910619997,-0.0047760777172047,0.010495336875437,0.0021469715968907,0.004622187543972,0,Bull,0,4
2010-10-26,0.000363625907805,0.0079118109263816,-0.0002242014624356,1.688528477283846e-05,0.0025854391688642,0,Bull,0,5
2010-10-27,-0.0073894680533094,0.0056621084363668,-0.0118087061495703,-0.0026905835136716,0.0023905796322185,0,Bull,0,6
2010-10-28,0.0029289462609076,-0.0107486110157911,0.0150506921410977,0.0011248494058304,0.0016419019222297,0,Bull,0,7
2010-10-29,-0.009126308070271,-0.0005174093492503,0.0111765146210149,-0.0004392872986367,1.5871179767978916e-05,0,Bull,0,8
2010-11-01,0.0186662978922989,0.0003883319528279,-0.0050843891667475,0.0009465333975153,-0.0010248919438099,0,Bull,0,9
2010-11-02,0.0114527379456021,-0.0075032575440693,0.0045919667207854,0.0077592844934588,0.0114498054304044,0,Bull,0,10
2010-11-03,0.0094159821353956,-0.0031282307084318,-0.0142288767920527,0.003678053944041,0.0026642773484966,0,Bull,0,11
2010-11-04,0.021253930457832,-0.0078452677455489,0.0341036395322309,0.0192828628747927,0.0145929637693458,1,Neutral,1,1
2010-11-05,0.0041623380650164,0.0088298078886615,0.0105591221319389,0.0039227529870264,0.0006362732593303,0,Bull,1,1
2010-11-08,0.0024179515044577,0.0062703554330953,0.0039361624617508,-0.0021209574072836,0.0004149192190241,0,Bull,0,2
2010-11-09,-0.0039053106756843,0.0053226492094866,0.0049900197863892,-0.0080522996819435,-0.0066161772199451,0,Bull,0,3
2010-11-10,0.012569145785833,0.0024534453256954,-0.0075897807288926,0.0043760807784734,0.0061647180034685,0,Bull,0,4
2010-11-11,0.0,0.0076002059533653,0.002858980823243,-0.0042421265442214,-0.0090197727225175,0,Bull,0,5
